filename,start,duration,meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
AnnaDeavereSmith_2005,14.74,1.9700000000000006,164.37508994861437,23.175165047402107,5.442840270254914,0.027422353373707534,0.00016737904046370717,0.011955960148372071,0.011521552701065748,0.03586788044511621,0.15028089819032453,1.3656069704864695,0.06972354691425008,0.09353154097548451,0.12838028617370467,0.2091706407427502
AnnaDeavereSmith_2005,16.5,3.6099999999999994,175.07028750908975,31.09946460869767,11.407251369400486,0.016561151130111054,9.490794155358371e-05,0.0075335901014971,0.01012189820146255,0.0226007703044913,0.10916853712328674,1.0932799615610636,0.04642215628454107,0.06852924901052194,0.12209493326624649,0.1392664688536232
AnnaDeavereSmith_2005,20.11,9.8,173.03136357250077,29.902812712668442,10.99949144240344,0.021148324599807217,0.00012236313607407628,0.008989618438369035,0.011605643372834262,0.026968855315107107,0.11647460074001172,1.1589847858234952,0.05078296187321344,0.0729027748187106,0.1067609672118824,0.15234888561964033
AnnaDeavereSmith_2005,29.99,11.320000000000004,163.50233582019516,32.8290961728676,11.395876580888725,0.018891724985811646,0.00011569634059397089,0.007749984243814833,0.009229852096868506,0.0232499527314445,0.09959484228688595,1.004361899721587,0.04384683177399622,0.05945932892945368,0.09625490373161263,0.13154049532198864
AnnaDeavereSmith_2005,40.91,3.280000000000001,154.44577272176014,21.870324293212676,12.579607102051634,0.015915741804448432,0.00010310576890657317,0.00692227549371117,0.007700722443524071,0.02076682648113351,0.08731614417235811,0.8569369081971558,0.03725765045001356,0.051948178165648305,0.09616980731033424,0.11177295135004067
AnnaDeavereSmith_2005,43.7,1.6599999999999966,145.80169645810292,7.0340664168768505,10.520060172257827,0.01926345989592798,0.0001320366323467835,0.00879522418636523,0.009335584664272676,0.02638567255909569,0.08917120140789592,0.8231773985844137,0.04102439302779354,0.05311326812073166,0.06782267479615275,0.12307317908338061
AnnaDeavereSmith_2005,45.14,9.619999999999997,223.18271324408963,57.564194247821014,10.254263388823317,0.016137982096653403,7.251306350359256e-05,0.006778836488547369,0.007780574985288712,0.020336509465642107,0.09373289050275023,1.0061371350784443,0.038239734673055345,0.0540168043513879,0.10036643199740428,0.11471920401916604
AnnaDeavereSmith_2005,54.93,10.300000000000004,283.5819433767075,75.50597549931237,11.56517070794128,0.017505084719195964,6.204118347148445e-05,0.008566982760676673,0.009870046360003019,0.02570094828203002,0.09303420323469143,1.0492949017398985,0.03957661423437084,0.05735399174309741,0.08971943279526864,0.11872984270311251
AnnaDeavereSmith_2005,65.18,7.8799999999999955,295.442670547705,59.77996481926957,8.958479520445946,0.023164267769106944,7.882929615501594e-05,0.010205159136155904,0.01261513303809425,0.030615477408467713,0.10513123799705752,1.1027867977955212,0.04957201184951594,0.06688454575674009,0.09167688837745173,0.14871603554854784
AnnaDeavereSmith_2005,74.55,4.25,214.99255039947863,58.89576738819591,9.46877667518011,0.020783434722082307,9.707374817408295e-05,0.01023913715123673,0.012220218511796468,0.03071741145371019,0.1368363285793277,1.3464538323611412,0.05800911444927604,0.09246175275274435,0.16489168498061563,0.17402734334782813
AnnaDeavereSmith_2005,79.96,10.75,284.3513727944558,57.95433730223438,11.30072307547719,0.014036574000885146,4.950469382055724e-05,0.006138677973627557,0.007561737410487643,0.018416033920882674,0.09957759032669572,1.0386596495871019,0.04504138346816213,0.0632399607680155,0.09298182816039897,0.1351241504044864
AnnaDeavereSmith_2005,90.66,7.1000000000000085,277.4317956329408,65.23522848536967,11.22703177024269,0.018181535858035027,6.590392031599402e-05,0.00816813402252426,0.00934146835429236,0.024504402067572782,0.08748403804475063,1.0448145019150215,0.039032232852559065,0.0546784850300132,0.08166034031986327,0.1170966985576772
AnnaDeavereSmith_2005,103.97,10.180000000000007,250.71762045597725,61.178733953340405,9.57430909697494,0.017955360220001364,7.185159449043961e-05,0.007534197175831188,0.00857583437628178,0.02260259152749356,0.10570968682146209,1.110810020195979,0.04534759792410213,0.06269053956267823,0.10219067307176584,0.13604279377230638
AnnaDeavereSmith_2005,114.1,11.310000000000002,304.3938745243456,66.36918849247141,12.008668142704078,0.015655072004148354,5.154801635020596e-05,0.005940156899493518,0.0066841664048457455,0.017820470698480556,0.09735277270691686,0.9942184633855907,0.04307579952030311,0.06050188000279443,0.0956712686912692,0.12922739856090934
AnnaDeavereSmith_2005,134.46,7.829999999999984,316.4445506490898,76.64565414605374,11.247287335325101,0.021506156004882024,6.83852766321066e-05,0.008564333857072306,0.009331036286741635,0.025693001571216918,0.096674920870147,1.0543162215644766,0.04263633793632055,0.05861844451026891,0.08803890957528351,0.12790901380896166
AnnaDeavereSmith_2005,142.29,12.080000000000013,257.4150777543237,64.60943898724787,10.281055910136073,0.023550564558809897,9.216496141786667e-05,0.009801545837173398,0.011899648193852886,0.029404637511520195,0.12808013415919214,1.232732663743997,0.05824489155847198,0.08183265113745522,0.12635756508768067,0.17473467467541592
AnnaDeavereSmith_2005,155.64,10.580000000000013,264.3525992464598,76.73687197034866,9.81213619118415,0.02581386308082428,9.826286199244905e-05,0.011966018611239729,0.014530503675622872,0.03589805583371919,0.1359104906981077,1.3191322507928591,0.06351091876555562,0.09172263025625312,0.13526620826154576,0.19053275629666686
AnnaDeavereSmith_2005,166.12,9.680000000000007,266.35052109438897,76.50878751001707,13.497456093283596,0.01609743166693681,6.058594388971195e-05,0.007204920666868792,0.008272277468876441,0.021614762000606375,0.081783900972413,0.8989279786980245,0.03387040692526436,0.04899561500223153,0.08266035977143638,0.10161122077579307
AnnaDeavereSmith_2005,180.4,10.069999999999993,272.54885679437047,80.18708272371609,11.179881298366528,0.023953129219152124,8.837777461853384e-05,0.011268395437607054,0.013290633247104732,0.03380518631282116,0.12511222181786685,1.1912989564675356,0.058489819159547284,0.07809299268909117,0.11473319944942853,0.17546945747864184
