filename,start,duration,meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
AnneLamott_2017,13.45,8.71,198.5744082740678,23.442422249181188,14.028763547090813,0.013969373300659348,7.041099004160157e-05,0.005922680424466947,0.006979750486008824,0.017768041273400842,0.09576275086113806,0.9905777801318139,0.037214262199788226,0.054337407930518444,0.0971086808802945,0.11164278659936468
AnneLamott_2017,22.0,3.1999999999999993,218.5481506895533,23.9707354462982,14.5212642603885,0.014107164646293845,6.461303351146544e-05,0.005454084918939894,0.007329610694564509,0.016362254756819683,0.08397421205241995,0.9280635377504647,0.03235249108221565,0.048619631367468504,0.086543836813001,0.09705747324664694
AnneLamott_2017,25.0,5.75,226.05261841236893,24.696128939597266,15.27870334090574,0.01461353276551987,6.463019656696619e-05,0.00644037093814329,0.00801837567051738,0.019321112814429872,0.07973368248886649,0.8606998639278779,0.03108460890551822,0.04798232402752338,0.0837400873524777,0.09325382671655466
AnneLamott_2017,30.35,9.829999999999998,215.48436321729193,34.58523238777355,13.352830637168434,0.018774282367700696,8.744154905028843e-05,0.007915929957818812,0.008904787550225932,0.023747789873456437,0.09537136662616448,0.9491200088465567,0.04197622580520842,0.05635867268033656,0.08793417968407513,0.12592867741562525
AnneLamott_2017,40.18,4.399999999999999,219.44227560318427,30.09099371894255,13.051846568034378,0.016232479563760012,7.400002504154478e-05,0.006926927406351038,0.00921712739575202,0.020780782219053114,0.10259581662577107,1.0846256090212936,0.04493432917476717,0.06183672976492844,0.09441986436284108,0.1348029875243015
AnneLamott_2017,44.24,5.32,218.5853177410537,26.17718688577463,13.335801543244795,0.017245470149710364,7.908781139894644e-05,0.006828114981683965,0.007945047321037112,0.020484344945051892,0.08277327560775807,0.9418949032394811,0.03158727029409329,0.046655683636098094,0.08960823104279275,0.09476181088227988
AnneLamott_2017,50.04,8.950000000000003,218.91497481468758,40.18834179156155,12.135118457006056,0.02113030666251905,9.674455692396577e-05,0.009921092566398088,0.012291741491670866,0.029763277699194263,0.10113661796048257,1.0469811356680385,0.04560075479111291,0.06434840905976173,0.106411965109522,0.13680226437333873
AnneLamott_2017,60.27,6.160000000000004,201.59369162604276,32.39130173094976,13.59200635529655,0.0181186006689266,9.021337793606164e-05,0.0076741255451797065,0.00921666421361088,0.02302237663553912,0.09423753922882835,0.9898646109316496,0.03831273457646407,0.052119603584064964,0.0924435732448399,0.11493820372939222
AnneLamott_2017,66.27,6.910000000000011,204.44297521278762,27.791457847004697,13.40850124010097,0.017542154935286585,8.601470888048847e-05,0.007111086153537803,0.009096767309956948,0.02133325846061341,0.09626602185694491,0.9801375343091222,0.039526785395677354,0.056336517110455925,0.08595940057954442,0.11858035618703205
AnneLamott_2017,76.47,3.3200000000000074,229.6595376072202,46.42034279340053,12.05391031192121,0.022850608704566074,9.986557314533006e-05,0.009589187025973086,0.012152083085859588,0.02876756107791926,0.09504862291271364,1.0328935652674172,0.040043549567593345,0.05337073808174332,0.09263819992902357,0.12013064870278004
