filename,start,duration,meanF0,stdevF0,hnr,localJitter,localabsoluteJitter,rapJitter,ppq5Jitter,ddpJitter,localShimmer,localdbShimmer,apq3Shimmer,apq5Shimmer,apq11Shimmer,ddaShimmer
AlGore_2016,12.76,8.229999999999999,133.97079262778126,23.149318104383067,9.279302980040898,0.01799943517156175,0.00013466803186684543,0.00752019344380307,0.009494869502247542,0.02256058033140921,0.08997950118120608,0.8984244453506748,0.03669636777874882,0.05263000114629865,0.08558660569610273,0.11008910333624647
AlGore_2016,22.48,7.489999999999998,163.36316049188966,35.385646177637014,9.200469450867113,0.01780618540476406,0.00010898030884684894,0.006424157154916699,0.007902615631030676,0.0192724714647501,0.08575936525962026,0.9076741127026188,0.03730524144232043,0.05024171489299226,0.07714796077549615,0.1119157243269613
AlGore_2016,30.02,6.309999999999999,160.3374934262892,29.979954375209484,10.08735998277818,0.021309913958844805,0.00013323402943777812,0.008143473520779545,0.009942724171158188,0.024430420562338635,0.10422655143824178,1.0363504433892823,0.0489178889470807,0.0588647090612675,0.08878861060977425,0.14675366684124208
AlGore_2016,35.87,13.030000000000001,138.26632698471616,43.94996048192273,9.599854939419505,0.018002270522179637,0.00013077509508071616,0.0062887039407508285,0.007563741859863279,0.018866111822252486,0.08943069881994246,0.9278732574933556,0.039402392734652396,0.05271474572580998,0.08595154398707588,0.11820717820395718
AlGore_2016,48.59,1.3999999999999986,207.36558135673354,51.29482033070022,10.457639985187738,0.015574293117284171,7.60216579790397e-05,0.00500034656160214,0.006662231457821259,0.01500103968480642,0.10711966753517507,1.1958306638132832,0.04500668138919458,0.05340073499428149,0.09629146355948572,0.13502004416758373
AlGore_2016,51.42,5.199999999999996,153.98647322294792,52.886088969566025,9.00810491680887,0.019130142161341148,0.000124354562723408,0.007876107620110305,0.009489059152326501,0.023628322860330918,0.09977824680620005,1.0602551937004003,0.03931448814054085,0.055220259530425995,0.09707915284548782,0.11794346442162255
AlGore_2016,56.25,4.259999999999998,152.44009678442032,20.04471913405996,10.251137395634634,0.014839334075478982,9.765233602859685e-05,0.0060159202254119575,0.006126196293071932,0.018047760676235872,0.08539342558512986,0.8013545338871948,0.03683035423812427,0.04514319214443553,0.07861109242918991,0.11049106271437281
AlGore_2016,60.52,6.899999999999999,117.01860265607218,15.085361572796826,9.251417363182917,0.018766288422438323,0.00016051932616011956,0.007312357618073739,0.009676893870200381,0.021937072854221217,0.09670143805580284,0.9467690931684891,0.0394338151090472,0.05150649157876697,0.10089980786071476,0.1183014453271416
AlGore_2016,66.96,3.5900000000000034,121.62338911331607,10.971344605142612,9.324499892683795,0.014265752322722569,0.00011710431991187868,0.004401518408135603,0.005163448500696341,0.013204555224406809,0.08850019208146408,0.858484010352957,0.03232833477603209,0.04426033773021022,0.08355030039523698,0.09698500432809629
AlGore_2016,70.55,6.590000000000003,130.763054727448,28.04157760018496,9.519411566771526,0.018527198233007296,0.0001418277040124051,0.006778823188712068,0.008263228299029266,0.020336469566136203,0.09716882600219331,0.9765159893271474,0.03988822358274375,0.056485074734295045,0.09664848865290944,0.11966467074823126
