neg,neu,pos,compound
0.07444444444444444,0.7504074074074075,0.1751851851851852,0.3151814814814815
0.09275862068965517,0.8172413793103447,0.08989655172413795,-0.0006310344827586268
0.03611538461538462,0.8338846153846153,0.12996153846153843,0.3827769230769231
0.07683333333333332,0.7637916666666665,0.15933333333333333,0.20338333333333328
0.055950000000000014,0.8125,0.1313,0.14474500000000004
0.06754166666666667,0.7612083333333333,0.17124999999999999,0.37185
0.06691304347826087,0.750782608695652,0.18230434782608698,0.32853043478260874
0.05526315789473685,0.8356315789473685,0.10905263157894737,0.27333684210526316
0.14418181818181813,0.7478181818181816,0.108,-0.12098787878787884
0.03568,0.82756,0.13676000000000002,0.27172399999999997
0.09862962962962964,0.8082222222222222,0.09318518518518519,0.07214074074074069
0.07092857142857142,0.7895357142857141,0.1395357142857143,0.030317857142857143
0.06195000000000002,0.7133499999999999,0.22465000000000002,0.5088250000000001
0.0815,0.8323000000000002,0.08613333333333334,-0.03999666666666668
0.06468421052631579,0.8508947368421054,0.08463157894736843,0.0481842105263158
0.05877777777777777,0.7958888888888889,0.14522222222222225,0.4791333333333333
0.16970833333333335,0.7345833333333333,0.095875,-0.32096250000000004
0.1856969696969697,0.7312121212121212,0.08312121212121214,-0.32860606060606057
0.027894736842105264,0.7526315789473683,0.21942105263157893,0.4970105263157895
0.09568421052631579,0.7224736842105264,0.1818421052631579,0.15875263157894737
0.20975000000000002,0.7071874999999999,0.083125,-0.5103749999999998
0.07103571428571429,0.7368214285714286,0.19214285714285717,0.35027499999999995
0.06316666666666666,0.7308333333333332,0.20600000000000002,0.3358033333333334
0.07557142857142858,0.7739047619047619,0.15047619047619046,0.19757142857142862
0.0591,0.7382000000000002,0.20265,0.49086500000000005
0.031684210526315794,0.849,0.11931578947368421,0.31091578947368415
0.06714285714285714,0.8006428571428571,0.1322142857142857,0.27540714285714285
0.04378048780487805,0.806951219512195,0.14926829268292688,0.21207560975609752
0.046312500000000006,0.8084374999999999,0.1454375,0.39261875
0.0566,0.7550666666666667,0.1882666666666667,0.4571
0.02973913043478261,0.8026956521739129,0.1676086956521739,0.5039478260869565
0.08191304347826088,0.7634782608695652,0.1547391304347826,0.23257391304347824
0.09925000000000002,0.7620833333333334,0.13863888888888887,0.07899166666666668
0.0528,0.8135500000000002,0.13365000000000002,0.31966999999999995
0.073625,0.78375,0.14268750000000002,0.38423124999999997
0.17104999999999998,0.72265,0.10625,-0.20204999999999992
0.07168181818181818,0.7779545454545456,0.15031818181818182,0.2345545454545454
0.0817741935483871,0.7398387096774194,0.1783870967741935,0.3247322580645161
0.14965217391304347,0.7393043478260869,0.11104347826086959,-0.13021739130434784
0.16740909090909087,0.7104545454545454,0.12213636363636363,-0.21719545454545452
0.18034482758620693,0.7092758620689655,0.1103793103448276,-0.06374137931034482
0.045599999999999995,0.8166,0.1377,0.334775
0.08418750000000003,0.6829374999999998,0.23278125000000002,0.355365625
0.02835714285714286,0.8072857142857143,0.16428571428571428,0.3776785714285714
0.063,0.7248333333333334,0.2121111111111111,0.4168888888888888
0.12116000000000002,0.72792,0.15084,0.05581200000000001
0.12008823529411765,0.7863529411764705,0.0935294117647059,-0.11171176470588237
0.10709677419354838,0.7689999999999998,0.12387096774193546,-0.052909677419354845
0.052777777777777785,0.8188888888888889,0.12816666666666665,0.38308333333333333
0.056222222222222215,0.7600370370370372,0.18377777777777773,0.28270000000000006
0.09673913043478259,0.7543478260869566,0.149,0.09686956521739128
0.07144444444444445,0.7649259259259259,0.16362962962962962,0.240862962962963
0.04404761904761905,0.8458095238095238,0.11014285714285715,0.1913476190476191
0.09263636363636364,0.8023181818181818,0.10504545454545457,0.021995454545454544
0.07343999999999999,0.7691999999999999,0.15732,0.23527599999999999
0.07212,0.8051999999999999,0.12272,0.24140799999999998
0.04833333333333334,0.8425238095238096,0.1090952380952381,0.18507142857142855
0.035130434782608695,0.8325652173913044,0.13243478260869565,0.2476913043478261
0.06445833333333333,0.7672916666666668,0.1682916666666667,0.3279166666666667
0.057545454545454545,0.8009090909090908,0.14154545454545453,0.2924772727272727
0.1285,0.7404722222222224,0.13108333333333333,0.07803611111111114
0.15070833333333333,0.7325416666666665,0.11670833333333334,-0.12887083333333335
0.030066666666666672,0.8511666666666671,0.11883333333333332,0.2590466666666667
0.06346874999999999,0.7963125000000001,0.14018750000000002,0.22873125000000002
0.07777777777777778,0.8165185185185188,0.1058148148148148,0.12910370370370372
0.029652173913043485,0.8764347826086957,0.09395652173913045,0.20401304347826088
0.16252,0.7708399999999999,0.06667999999999999,-0.272916
0.051562500000000004,0.8401875000000002,0.1083125,0.29884375
0.04195833333333333,0.8573333333333331,0.10058333333333334,0.12218333333333332
0.028029411764705883,0.7690882352941176,0.20294117647058824,0.4157176470588237
0.006,0.7937037037037038,0.2002962962962963,0.4744444444444444
0.13696428571428573,0.789142857142857,0.07385714285714286,-0.2235821428571428
0.11962499999999998,0.776625,0.10375000000000002,-0.018025000000000003
0.026000000000000002,0.8097999999999999,0.164,0.53824
0.036758620689655165,0.841689655172414,0.12155172413793108,0.2613103448275862
0.08415384615384616,0.8463846153846154,0.0694230769230769,0.05471153846153846
0.12075757575757576,0.7669090909090909,0.11239393939393941,-0.0032030303030303104
0.09933333333333334,0.7484285714285713,0.1520952380952381,0.02726190476190477
0.07617241379310345,0.791896551724138,0.13203448275862067,0.18182068965517242
0.07170000000000001,0.8010999999999999,0.12715,0.13502
0.06809523809523808,0.8006190476190478,0.13128571428571428,0.25694285714285714
0.07265384615384617,0.7697692307692307,0.1576923076923077,0.18525384615384613
0.051142857142857136,0.7528095238095238,0.1960952380952381,0.5100904761904762
0.14104,0.72476,0.13412,-0.08921199999999999
0.0646,0.8218000000000002,0.11365,0.24781499999999995
0.10625000000000001,0.7563749999999999,0.137375,-0.005818750000000008
0.07758333333333332,0.8370000000000001,0.08541666666666668,0.03780833333333334
0.13576923076923075,0.7428076923076922,0.12150000000000001,0.0845807692307692
0.04321428571428571,0.8154285714285713,0.14139285714285715,0.36306785714285716
0.11190476190476191,0.7501904761904763,0.13799999999999998,-0.026699999999999988
0.044576923076923076,0.7657692307692308,0.1896538461538462,0.4513384615384616
0.14563157894736845,0.7846842105263157,0.06968421052631579,-0.36306842105263154
0.09044444444444444,0.7824444444444444,0.1270555555555556,0.2454555555555556
0.04086666666666667,0.8442000000000001,0.11506666666666668,0.38257333333333343
0.033875,0.8175000000000001,0.148625,0.41147500000000004
0.06288888888888888,0.8071111111111112,0.13000000000000003,0.15137407407407405
0.08188888888888889,0.823388888888889,0.09472222222222222,0.14550555555555555
0.017437499999999998,0.7435624999999999,0.23899999999999996,0.5852625
0.035062499999999996,0.8371875000000001,0.127625,0.40940625
0.18888888888888888,0.7229444444444445,0.08816666666666667,-0.3012444444444444
0.07954545454545454,0.7306363636363635,0.18990909090909092,0.4975181818181818
0.08814814814814816,0.8127407407407405,0.09914814814814815,-0.1002222222222222
